1;ACCESSIBILITY_CASE_PROTO_ID;REQUIREMENT_ID;SUBCONDITION_ID;REST_VARIABLE_ID;CONDITION_TYPE;REST_VALUE;ACCESSIBILITY_CASE_NAMES;ACCESSIBILITY_CASE_TITLE;BITS_QRS;REQUIREMENT_TEXT;EXPLANATION_WHY_NOT;EFFORT_TO_FIX;SHORTCOMING_FI;SHORTCOMING_SV;SHORTCOMING_EN
    [331] RESTAURANT.ORDERING.MENU.available_with_braille = true;5;217;830;331;E;true;;;;;Ei ole ruokalistaa pistekirjoituksella.;BIG;Ruokalista ei ole saatavilla pistekirjoituksella.;Menyn är inte tillgänglig i punktskrift.;The menu is not available in Braille.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> restaurant_or_cafe;5;218;831;60;I;restaurant_or_cafe;;;QRS:Q;Ravintolan tai kahvilan noutopöydän pitää erottua selkeästi ympäristöstään.;Dummy virhe.;BIG;Dummy virhe.;;
  OR;;;;;;;;;;;;;;;
  [332] RESTAURANT.ORDERING.BUFFET.existing = false;5;218;832;332;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [332] RESTAURANT.ORDERING.BUFFET.existing = true;5;218;833;332;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [333] RESTAURANT.ORDERING.BUFFET.stand_out_clearly = true;5;218;833;333;E;true;;;;;Noutopöytä ei erotu selkeästi.;BIG;Noutopöytä ei erotu selkeästi.;Hämtningsbordet kan inte tydligt urskiljas.;The buffet table does not stand out clearly.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> restaurant_or_cafe;5;219;834;60;I;restaurant_or_cafe;;;QRS:Q;Jos kulku kabinettiin vaatii liikkumista kerrosten välillä, sisätiloissa pitää olla tarjolla hissi, joka on helppo löytää ja hissin painikkeista erottaa tunnustellen kerrosnumerot ja uloskäyntikerroksen.;Hissiä ei ole, vaikka kulku kokoustilaan vaatii liikkumista kerrosten välillä.;BIG;Sisätiloissa ei ole hissiä, vaikka kulku kokoustilaan vaatii liikkumista kerrosten välillä.;Det finns ingen hiss inomhus, trots att man måste röra sig mellan våningsplanen för att gå till mötesrummet.;The indoor area has no lift, although access between floors is required to get to the meeting room.
  OR;;;;;;;;;;;;;;;
  [372] RESTAURANT.CABINET.existing = false;5;219;835;372;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [376] RESTAURANT.CABINET.same_floor_as_restaurant_no_need_for_lift = true;5;219;836;376;E;true;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [378] RESTAURANT.CABINET.LIFT.existing = true;5;219;837;378;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [379] RESTAURANT.CABINET.LIFT.same_lift_as_restaurant = true;5;219;837;379;E;true;;;;;;;;;
  );;;;;;;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [378] RESTAURANT.CABINET.LIFT.existing = true;5;219;838;378;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [380] RESTAURANT.CABINET.LIFT.stands_out_clearly = true;5;219;838;380;E;true;;;;;Hissiä on vaikea löytää.;BIG;Sisätiloissa sijaitsevaa hissiä on vaikea löytää.;Hissen inomhus är svår att hitta.;The indoor lift is difficult to find.
    AND;;;;;;;;;;;;;;;
    [383] RESTAURANT.CABINET.LIFT.floor_numbers_can_feel_with_fingers = true;5;219;838;383;E;true;;;;;Hissin kerrosnumerot eivät ole sormin tunnusteltavissa.;BIG;Sisätiloissa on hissi, jonka kerrosnumerot eivät ole sormin tunnusteltavissa.;Inomhus finns en hiss, där våningsnumren inte kan läsas med fingrarna.;The indoor area has a lift with floor numbers that cannot be determined by touch.
    AND;;;;;;;;;;;;;;;
    [384] RESTAURANT.CABINET.LIFT.exit_floor_button_stands_out = true;5;219;838;384;E;true;;;;;Hissin uloskäyntikerroksen painike ei erotu muista.;BIG;Sisätiloissa on hissi, jonka uloskäyntikerroksen painike ei erotu muista.;Inomhus finns en hiss, där knappen för utgångsplanet inte skiljer sig från de andra.;The indoor area has a lift with an exit floor button that does not stand out from the other buttons.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> restaurant_or_cafe;5;220;839;60;I;restaurant_or_cafe;;;QRS:Q;Kulkureitillä kabinettiin ei saa olla kierreportaita tai muutenkaan sellaisia portaita, joissa askelrytmi muuttuu tai kontrastiraidat puuttuvat tai käsijohde ei jatku vähintään 30 cm yli portaiden.;Dummy virhe.;BIG;Dummy virhe.;;
  OR;;;;;;;;;;;;;;;
  [372] RESTAURANT.CABINET.existing = false;5;220;840;372;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [401] RESTAURANT.CABINET.STEPS.existing = false;5;220;841;401;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [401] RESTAURANT.CABINET.STEPS.existing = true;5;220;842;401;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [402] RESTAURANT.CABINET.STEPS.appearance = 1_step;5;220;842;402;E;1_step;;;;;;;;;
  );;;;;;;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [401] RESTAURANT.CABINET.STEPS.existing = true;5;220;843;401;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [402] RESTAURANT.CABINET.STEPS.appearance <> 1_step;5;220;843;402;I;1_step;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [402] RESTAURANT.CABINET.STEPS.appearance <> spiral_staircase;5;220;843;402;I;spiral_staircase;;;;;Kulkureitillä kabinettiin on kierreportaat.;BIG;Kulkureitillä kabinettiin on kierreportaat, joita ei voida ohittaa.;På rutten till kabinettet finns en spiraltrappa som inte kan förbigås.;The route to the cabinet has a spiral staircase that cannot be avoided.
    AND;;;;;;;;;;;;;;;
    [403] RESTAURANT.CABINET.STEPS.easy = true;5;220;843;403;E;true;;;;;Askelrytmi muuttuu portaissa.;BIG;Kulkureitillä kabinettiin on portaita, joissa askelrytmi muuttuu.;På rutten till kabinettet finns en trappa där stegrytmen ändras.;The route to the cabinet has stairs with varying rise and going.
    AND;;;;;;;;;;;;;;;
    [404] RESTAURANT.CABINET.STEPS.handrails <> no_handrails;5;220;843;404;I;no_handrails;;;;;Portaissa ei ole käsijohdetta.;BIG;Kulkureitillä kabinettiin on portaita, joissa ei ole käsijohdetta.;På rutten till kabinettet finns en trappa som saknar räcke.;The route to the cabinet has stairs with no handrail.
    AND;;;;;;;;;;;;;;;
    [405] RESTAURANT.CABINET.STEPS.handrails_continue_300mm_past_steps = true;5;220;843;405;E;true;;;;;Portaiden käsijohde on liian lyhyt.;BIG;Kulkureitillä kabinettiin on portaita, joiden käsijohde on liian lyhyt.;På rutten till kabinettet finns en trappa med ett för kort räcke.;The route to the cabinet has stairs with a handrail that is too short.
    AND;;;;;;;;;;;;;;;
    [406] RESTAURANT.CABINET.STEPS.contrast_stripes = true;5;220;843;406;E;true;;;;;Kontrastiraidat puuttuvat portaiden askelmista.;SMALL;Kulkureitillä kabinettiin on portaita, joiden askelmista puuttuu kontrastiraidat.;På rutten till kabinettet finns en trappa där trappstegen saknar kontrastränder.;The route to the cabinet has stairs with no contrast strips on the steps.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> restaurant_or_cafe;5;221;844;60;I;restaurant_or_cafe;;;QRS:Q;Jos kulkureitillä kabinettiin on lasiovia, niissä pitää olla kontrastimerkinnät.;Lasiovissa ei ole kontrastimerkintöjä.;SMALL;Kulkureitillä kabinettiin on lasiovia, joissa ei ole kontrastimerkintöjä.;På rutten till kabinettet finns glasdörrarna utan kontrastmarkeringar.;The route to the cabinet has glass doors without contrast markings.
  OR;;;;;;;;;;;;;;;
  [372] RESTAURANT.CABINET.existing = false;5;221;845;372;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [395] RESTAURANT.CABINET.DOORS_IN_BETWEEN.existing = false;5;221;846;395;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [397] RESTAURANT.CABINET.DOORS_IN_BETWEEN.glass_door = false;5;221;847;397;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [397] RESTAURANT.CABINET.DOORS_IN_BETWEEN.glass_door = true;5;221;848;397;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [398] RESTAURANT.CABINET.DOORS_IN_BETWEEN.glass_door_contrast_marking = true;5;221;848;398;E;true;;;;;;;;;
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> restaurant_or_cafe;5;222;849;60;I;restaurant_or_cafe;;;QRS:Q;Kabinetin kalusteiden pitää erottua selkeästi ympäristöstään.;Kabinetti ei ole kalustettu.;BIG;Kabinetti ei ole kalustettu.;Kabinettet är inte möblerad.;The cabinet is not furnished.
  OR;;;;;;;;;;;;;;;
  [372] RESTAURANT.CABINET.existing = false;5;222;850;372;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [426] RESTAURANT.CABINET.FURNITURE.existing = true;5;222;851;426;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [427] RESTAURANT.CABINET.FURNITURE.stand_out_clearly = true;5;222;851;427;E;true;;;;;Kabinetin kalusteet eivät erotu selkeästi.;BIG;Kabinetin kalusteet eivät erotu selkeästi.;Möblerna i kabinettet kan inte tydligt urskiljas.;The cabinet furniture does not stand out clearly.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> restaurant_or_cafe;5;223;852;60;I;restaurant_or_cafe;;;QRS:Q;Kadulta ulkoterassille siirryttäessä ei saa olla sellaisia portaita, joissa askelrytmi muuttuu tai kontrastiraidat puuttuvat tai käsijohde ei jatku vähintään 30 cm yli portaiden.;Dummy virhe.;BIG;Dummy virhe.;;
  OR;;;;;;;;;;;;;;;
  [720] RESTAURANT.OUTDOOR_TERRACE.existing = false;5;223;853;720;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [721] RESTAURANT.OUTDOOR_TERRACE.FROM_WALKWAY.existing = false;5;223;854;721;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [725] RESTAURANT.OUTDOOR_TERRACE.FROM_WALKWAY.STEPS.existing = false;5;223;855;725;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [725] RESTAURANT.OUTDOOR_TERRACE.FROM_WALKWAY.STEPS.existing = true;5;223;856;725;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [726] RESTAURANT.OUTDOOR_TERRACE.FROM_WALKWAY.STEPS.appearance = low_step;5;223;856;726;E;low_step;;;;;;;;;
  );;;;;;;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [725] RESTAURANT.OUTDOOR_TERRACE.FROM_WALKWAY.STEPS.existing = true;5;223;857;725;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [726] RESTAURANT.OUTDOOR_TERRACE.FROM_WALKWAY.STEPS.appearance = 1_step;5;223;857;726;E;1_step;;;;;;;;;
  );;;;;;;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [725] RESTAURANT.OUTDOOR_TERRACE.FROM_WALKWAY.STEPS.existing = true;5;223;858;725;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [726] RESTAURANT.OUTDOOR_TERRACE.FROM_WALKWAY.STEPS.appearance <> low_step;5;223;858;726;I;low_step;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [726] RESTAURANT.OUTDOOR_TERRACE.FROM_WALKWAY.STEPS.appearance <> 1_step;5;223;858;726;I;1_step;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [727] RESTAURANT.OUTDOOR_TERRACE.FROM_WALKWAY.STEPS.easy = true;5;223;858;727;E;true;;;;;Askelrytmi muuttuu portaissa.;BIG;Kadulta tullessa ulkoterassin edessä on portaita, joissa askelrytmi muuttuu.;När man kommer från gångvägen finns det en trappa framför utomhusterrassen där stegrytmen ändras.;When coming from the walkway, there are stairs in front of the outdoor terrace with varying rise and going.
    AND;;;;;;;;;;;;;;;
    [728] RESTAURANT.OUTDOOR_TERRACE.FROM_WALKWAY.STEPS.handrails <> no_handrails;5;223;858;728;I;no_handrails;;;;;Portaissa ei ole käsijohdetta.;BIG;Kadulta tullessa ulkoterassin edessä on portaita, joissa ei ole käsijohdetta.;När man kommer från gångvägen finns det en trappa framför utomhusterrassen som saknar räcke.;When coming from the walkway, there are stairs in front of the outdoor terrace with no handrail.
    AND;;;;;;;;;;;;;;;
    [729] RESTAURANT.OUTDOOR_TERRACE.FROM_WALKWAY.STEPS.handrails_continue_300mm_past_steps = true;5;223;858;729;E;true;;;;;Portaiden käsijohde on liian lyhyt.;BIG;Kadulta tullessa ulkoterassin edessä on portaita, joiden käsijohde on liian lyhyt.;När man kommer från gångvägen finns det en trappa framför utomhusterrassen med ett för kort räcke.;When coming from the walkway, there are stairs in front of the outdoor terrace with a handrail that is too short.
    AND;;;;;;;;;;;;;;;
    [730] RESTAURANT.OUTDOOR_TERRACE.FROM_WALKWAY.STEPS.contrast_stripes = true;5;223;858;730;E;true;;;;;Kontrastiraidat puuttuvat portaiden askelmista.;SMALL;Kadulta tullessa ulkoterassin edessä on portaita, joiden askelmista puuttuu kontrastiraidat.;När man kommer från gångvägen finns det en trappa framför utomhusterrassen där trappstegen saknar kontrastränder.;When coming from the walkway, there are stairs in front of the outdoor terrace with no contrast strips on the steps.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> restaurant_or_cafe;5;224;859;60;I;restaurant_or_cafe;;;QRS:Q;Jos sisätilasta ulkoterassille siirryttäessä välissä on lasiovi, siinä pitää olla kontrastimerkinnät.;Lasiovissa ei ole kontrastimerkintöjä.;SMALL;Ulkoterassin lasiovessa ei ole kontrastimerkintöjä.;Det finns inga kontrastmarkeringar på utomhusterrassens glasdörr.;The glass door of the outdoor terrace does not have contrast markings.
  OR;;;;;;;;;;;;;;;
  [720] RESTAURANT.OUTDOOR_TERRACE.existing = false;5;224;860;720;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [735] RESTAURANT.OUTDOOR_TERRACE.FROM_INSIDE.DOOR.type <> regular_door;5;224;861;735;I;regular_door;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [738] RESTAURANT.OUTDOOR_TERRACE.FROM_INSIDE.DOOR.glass_door = false;5;224;862;738;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [738] RESTAURANT.OUTDOOR_TERRACE.FROM_INSIDE.DOOR.glass_door = true;5;224;863;738;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [739] RESTAURANT.OUTDOOR_TERRACE.FROM_INSIDE.DOOR.glass_door_contrast_marking = true;5;224;863;739;E;true;;;;;;;;;
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> restaurant_or_cafe;5;225;864;60;I;restaurant_or_cafe;;;QRS:Q;Sisätilasta ulkoterassille siirryttäessä ei saa olla sellaisia portaita, joissa askelrytmi muuttuu tai kontrastiraidat puuttuvat tai käsijohde ei jatku vähintään 30 cm yli portaiden.;Dummy virhe.;BIG;Dummy virhe.;;
  OR;;;;;;;;;;;;;;;
  [720] RESTAURANT.OUTDOOR_TERRACE.existing = false;5;225;865;720;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [735] RESTAURANT.OUTDOOR_TERRACE.FROM_INSIDE.DOOR.type = same_door_as_previously;5;225;866;735;E;same_door_as_previously;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [744] RESTAURANT.OUTDOOR_TERRACE.FROM_INSIDE.STEPS.existing = false;5;225;867;744;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [744] RESTAURANT.OUTDOOR_TERRACE.FROM_INSIDE.STEPS.existing = true;5;225;868;744;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [745] RESTAURANT.OUTDOOR_TERRACE.FROM_INSIDE.STEPS.appearance = low_step;5;225;868;745;E;low_step;;;;;;;;;
  );;;;;;;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [744] RESTAURANT.OUTDOOR_TERRACE.FROM_INSIDE.STEPS.existing = true;5;225;869;744;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [745] RESTAURANT.OUTDOOR_TERRACE.FROM_INSIDE.STEPS.appearance = 1_step;5;225;869;745;E;1_step;;;;;;;;;
  );;;;;;;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [744] RESTAURANT.OUTDOOR_TERRACE.FROM_INSIDE.STEPS.existing = true;5;225;870;744;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [745] RESTAURANT.OUTDOOR_TERRACE.FROM_INSIDE.STEPS.appearance <> low_step;5;225;870;745;I;low_step;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [745] RESTAURANT.OUTDOOR_TERRACE.FROM_INSIDE.STEPS.appearance <> 1_step;5;225;870;745;I;1_step;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [746] RESTAURANT.OUTDOOR_TERRACE.FROM_INSIDE.STEPS.easy = true;5;225;870;746;E;true;;;;;Askelrytmi muuttuu portaissa.;BIG;Sisältä tullessa ulkoterassin edessä on portaita, joissa askelrytmi muuttuu.;När man kommer från interiören finns det en trappa framför utomhusterrassen där stegrytmen ändras.;When coming from the interior, there are stairs in front of the outdoor terrace with varying rise and going.
    AND;;;;;;;;;;;;;;;
    [747] RESTAURANT.OUTDOOR_TERRACE.FROM_INSIDE.STEPS.handrails <> no_handrails;5;225;870;747;I;no_handrails;;;;;Portaissa ei ole käsijohdetta.;BIG;Sisältä tullessa ulkoterassin edessä on portaita, joissa ei ole käsijohdetta.;När man kommer från interiören finns det en trappa framför utomhusterrassen som saknar räcke.;When coming from the interior, there are stairs in front of the outdoor terrace with no handrail.
    AND;;;;;;;;;;;;;;;
    [748] RESTAURANT.OUTDOOR_TERRACE.FROM_INSIDE.STEPS.handrails_continue_300mm_past_steps = true;5;225;870;748;E;true;;;;;Portaiden käsijohde on liian lyhyt.;BIG;Sisältä tullessa ulkoterassin edessä on portaita, joiden käsijohde on liian lyhyt.;När man kommer från interiören finns det en trappa framför utomhusterrassen med ett för kort räcke.;When coming from the interior, there are stairs in front of the outdoor terrace with a handrail that is too short.
    AND;;;;;;;;;;;;;;;
    [749] RESTAURANT.OUTDOOR_TERRACE.FROM_INSIDE.STEPS.contrast_stripes = true;5;225;870;749;E;true;;;;;Kontrastiraidat puuttuvat portaiden askelmista.;SMALL;Sisältä tullessa ulkoterassin edessä on portaita, joiden askelmista puuttuu kontrastiraidat.;När man kommer från interiören finns det en trappa framför utomhusterrassen där trappstegen saknar kontrastränder.;When coming from the interior, there are stairs in front of the outdoor terrace with no contrast strips on the steps.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> restaurant_or_cafe;5;226;871;60;I;restaurant_or_cafe;;;QRS:Q;Ulkoterassin alustan pitää olla kova ja tasainen. Terassin kalusteiden pitää erottua selkeästi ympäristöstään.;Kabinetti ei ole kalustettu.;BIG;Kabinetti ei ole kalustettu.;Kabinettet är inte möblerad.;The cabinet is not furnished.
  OR;;;;;;;;;;;;;;;
  [720] RESTAURANT.OUTDOOR_TERRACE.existing = false;5;226;872;720;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [756] RESTAURANT.OUTDOOR_TERRACE.surface = smooth;5;226;873;756;E;smooth;;;;;Ulkoterassin alusta ei ole kova ja tasainen.;BIG;Ulkoterassin alusta ei ole kova ja tasainen.;Utomhusterrassens bas är inte hård och jämn.;The surface of the outdoor terrace is not even.
    AND;;;;;;;;;;;;;;;
    [760] RESTAURANT.OUTDOOR_TERRACE.FURNITURE.existing = true;5;226;873;760;E;true;;;;;Ulkoterassi ei ole kalustettu.;BIG;Ulkoterassi ei ole kalustettu.;Utomhusterrassen är inte möblerad.;The outdoor terrace is not furnished.
    AND;;;;;;;;;;;;;;;
    [761] RESTAURANT.OUTDOOR_TERRACE.FURNITURE.stand_out_clearly = true;5;226;873;761;E;true;;;;;Ulkoterassin kalusteet eivät erotu selkeästi.;BIG;Ulkoterassin kalusteet eivät erotu selkeästi.;Möblerna i utomhusterrassen kan inte tydligt urskiljas.;The outdoor terrace furniture does not stand out clearly.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [500] SERVICE_POINT.general_type <> indoor_facility;5;227;874;500;I;indoor_facility;;;QRS:Q;Leikkipuistossa pitää olla aita, joka erottuu selkeästi ympäristöstään.;Aitaa ei ole.;BIG;Leikkipuistossa ei ole aitaa.;Det finns inget stängsel i lekparken.;The playground does not have a fence.
  OR;;;;;;;;;;;;;;;
  [61] SERVICE_POINT.detailed_type <> playground;5;227;875;61;I;playground;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [140] PLAYGROUND.FENCE.existing = true;5;227;876;140;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [142] PLAYGROUND.FENCE.stand_out_clearly = true;5;227;876;142;E;true;;;;;Leikkipuiston aita ei erotu selkeästi.;BIG;Leikkipuiston aita ei erotu selkeästi.;Lekparkens staket kan inte tydligt urskiljas.;The playground fence does not stand out clearly.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [500] SERVICE_POINT.general_type <> indoor_facility;5;228;877;500;I;indoor_facility;;;QRS:Q;Leikkipuistossa pitää olla selkeästi havaittava opastaulu, jota voi katsoa läheltä.;Opastaulua ei ole.;BIG;Leikkipuistossa ei ole opastaulua.;Det finns ingen informationstavla i lekparken.;The playground does not have an information board.
  OR;;;;;;;;;;;;;;;
  [61] SERVICE_POINT.detailed_type <> playground;5;228;878;61;I;playground;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [150] PLAYGROUND.INFORMATION_BOARD.existing = true;5;228;879;150;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [151] PLAYGROUND.INFORMATION_BOARD.stand_out_clearly = true;5;228;879;151;E;true;;;;;Opastaulu ei erotu selkeästi.;BIG;Leikkipuiston opastaulu ei erotu selkeästi.;Informationstavlan kan inte tydligt urskiljas.;The information board is not clearly distinguishable.
    AND;;;;;;;;;;;;;;;
    [153] PLAYGROUND.INFORMATION_BOARD.can_view_near = true;5;228;879;153;E;true;;;;;Opastaulua ei voi katsoa läheltä.;BIG;Leikkipuiston opastaulua ei voi katsoa läheltä.;Informationstavlan kan inte ses på nära håll.;The information board can not be viewed close.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [500] SERVICE_POINT.general_type <> indoor_facility;5;229;880;500;I;indoor_facility;;;QRS:Q;Leikkipuiston kulkuväylä pitää rajata selkeästi eikä kulkuväylällä saa olla sellaisia portaita, joissa askelrytmi muuttuu tai kontrastiraidat puuttuvat tai käsijohde ei jatku vähintään 30 cm yli portaiden.;Dummy virhe.;BIG;Dummy virhe.;;
  OR;;;;;;;;;;;;;;;
  [61] SERVICE_POINT.detailed_type <> playground;5;229;881;61;I;playground;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [61] SERVICE_POINT.detailed_type = playground;5;229;882;61;E;playground;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [147] PLAYGROUND.WALKWAY.clearly_demarcated = true;5;229;882;147;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [160] PLAYGROUND.STEPS.existing = false;5;229;882;160;E;false;;;;;;;;;
